Unnamed: 0,Entrance_timestamp,PREORE_FEM_ENTRANCE-Cond [ÂµS/cm],PREORE_FEM_ENTRANCE-Depth [m],PREORE_FEM_ENTRANCE-NH3 [mg/L],PREORE_FEM_ENTRANCE-NH4+ [mg/L],PREORE_FEM_ENTRANCE-NO3 -N [mg/L],PREORE_FEM_ENTRANCE-ODO [mg/L],PREORE_FEM_ENTRANCE-pH,PREORE_FEM_ENTRANCE-Sal [psu],PREORE_FEM_ENTRANCE-Temp [Â°C],index,Exit_timestamp,PREORE_FEM_EXIT-Cond [ÂµS/cm],PREORE_FEM_EXIT-NH3 [mg/L],PREORE_FEM_EXIT-NH4+ [mg/L],PREORE_FEM_EXIT-NO3 -N [mg/L],PREORE_FEM_EXIT-ODO [mg/L],PREORE_FEM_EXIT-pH,PREORE_FEM_EXIT-Sal [psu],PREORE_FEM_EXIT-Temp [Â°C],PREORE_FEM_EXIT-Depth [m],Fish_Weight,Energy_Acquisition(A),Catabolic_component(C),Somatic_tissue_energy_content(Epsilon),Dynamic_individual_weight,observed_timestamp,PREORE_VAKI-CF,PREORE_VAKI-Length [mm],PREORE_VAKI-Weight [g]
82,2019-07-04 10:00:18+00:00,121.9,-0.118,0.01,0.16,1.14,9.96,8.12,0.07,14.363,83,2019-07-04 11:00:00+00:00,125.3,0.0,0.26,1.28,10.3,7.53,0.07,15.089,0.118,1158.6770994732594,54.071501696343496,26.859636251390075,1147.2916784010552,0.023718349881939136,2019-07-04 09:58:56+00:00,1.33,421.0,990.0
83,2019-07-04 11:00:18+00:00,128.2,-0.1169999999999999,0.01,0.15,1.18,9.7,8.14,0.07,15.435,84,2019-07-04 12:00:00+00:00,131.5,0.0,0.27,1.31,9.97,7.63,0.07,16.15,0.1169999999999999,1158.7008178231413,55.340740916402936,28.64460500939938,1147.3150457193587,0.023268356853339493,2019-07-04 11:00:02+00:00,1.37,411.0,948.0
84,2019-07-04 12:00:18+00:00,134.3,-0.131,0.01,0.16,1.16,9.54,8.18,0.08,16.394000000000002,85,2019-07-04 13:00:00+00:00,137.3,0.0,0.28,1.36,9.7,7.66,0.08,17.021,0.118,1158.7240861799946,55.431591127347275,30.341766625198726,1147.3379697045307,0.021867858612410283,2019-07-04 12:00:09+00:00,1.4,448.0,1255.0
85,2019-07-04 13:00:18+00:00,138.7,-0.132,0.01,0.16,1.14,9.42,8.22,0.08,17.107,86,2019-07-04 14:00:00+00:00,141.0,0.0,0.29,1.32,9.49,7.68,0.08,17.518,0.12,1158.7459540386071,54.712432722039004,31.668549909850164,1147.3595139188355,0.02008427396351286,2019-07-04 13:02:37+00:00,1.33,451.0,1225.0
86,2019-07-04 14:00:18+00:00,142.2,-0.132,0.01,0.17,1.12,9.14,8.18,0.08,17.555999999999997,87,2019-07-04 15:00:00+00:00,142.7,0.0,0.33,1.3,8.92,7.64,0.08,17.627,0.131,1158.7660383125706,53.8648999498218,32.533860373295596,1147.3793009455444,0.018591096735793903,2019-07-04 14:07:42+00:00,1.36,439.0,1155.0
87,2019-07-04 15:00:18+00:00,142.4,-0.108,0.01,0.19,1.07,8.96,8.12,0.08,17.358,88,2019-07-04 16:00:00+00:00,141.5,0.0,0.38,1.25,8.75,7.52,0.08,17.303,0.149,1158.7846294093063,54.279167820212024,32.15016067583255,1147.3976168940485,0.01928625858948675,2019-07-04 14:58:37+00:00,1.46,433.0,1188.0
88,2019-07-04 16:00:18+00:00,122.6,-0.081,0.01,0.24,1.08,8.73,7.99,0.07,17.418,89,2019-07-04 17:00:00+00:00,122.0,0.0,0.41,1.18,8.66,7.45,0.07,17.607,0.145,1158.8039156678958,54.16106498884217,32.266646859271574,1147.416617716011,0.01908148948823184,2019-07-04 16:00:38+00:00,1.41,435.0,1160.0
89,2019-07-04 17:00:18+00:00,123.0,-0.096,0.01,0.26,0.96,8.84,7.95,0.07,17.004,90,2019-07-04 18:00:00+00:00,124.2,0.0,0.49,1.11,9.02,7.45,0.07,16.945,0.142,1158.822997157384,54.864586799065535,31.475534394054137,1147.4354167994545,0.020383763706937476,2019-07-04 16:52:24+00:00,1.39,413.0,984.0
90,2019-07-04 18:00:18+00:00,124.2,-0.111,0.01,0.27,1.0,8.9,7.94,0.07,16.578,91,2019-07-04 19:00:00+00:00,126.5,0.0,0.49,1.14,8.99,7.43,0.07,16.549,0.144,1158.8433809210908,55.31860495299804,30.681754073479173,1147.4554988834586,0.021470855212678802,2019-07-04 18:06:44+00:00,1.48,480.0,1631.0
91,2019-07-04 19:00:18+00:00,131.6,-0.107,0.01,0.26,1.12,8.94,7.93,0.07,16.230999999999998,92,2019-07-04 20:00:00+00:00,134.5,0.0,0.5,1.22,9.3,7.46,0.08,16.118,0.152,1158.8648517763036,55.50073180875305,30.050120642998092,1147.4766519700142,0.02217963312984257,2019-07-04 18:07:40+00:00,1.41,475.0,1514.0
92,2019-07-04 20:00:18+00:00,137.1,-0.099,0.01,0.26,1.17,9.04,7.94,0.08,15.813,93,2019-07-04 21:00:00+00:00,137.8,0.01,0.63,1.39,9.44,7.46,0.08,15.78,0.158,1158.8870314094333,55.51358077383046,29.306396847502246,1147.4985033445737,0.02283853429868802,2019-07-04 20:04:31+00:00,1.62,466.0,1635.0
93,2019-07-04 21:00:18+00:00,137.5,-0.096,0.01,0.25,1.21,9.07,7.91,0.08,15.575,94,2019-07-04 22:00:00+00:00,138.6,0.0,0.45,1.33,9.6,7.46,0.08,15.509,0.163,1158.909869943732,55.42755425833279,28.89144474592517,1147.5210038685648,0.023124726626308465,2019-07-04 20:46:16+00:00,1.52,478.0,1660.0
94,2019-07-04 22:00:18+00:00,134.1,-0.09,0.01,0.24,1.22,9.15,7.9,0.08,15.314,95,2019-07-04 23:00:00+00:00,136.3,0.0,0.43,1.33,9.68,7.45,0.08,15.292,0.157,1158.9329946703583,55.260439388187876,28.443096444641437,1147.5437863492368,0.02336934177375695,2019-07-04 22:00:08+00:00,1.15,467.0,1173.0
95,2019-07-04 23:00:18+00:00,133.0,-0.0969999999999999,0.01,0.23,1.21,9.23,7.91,0.08,15.092,96,2019-07-05 00:00:00+00:00,133.8,0.0,0.41,1.31,9.8,7.44,0.08,15.039,0.156,1158.956364012132,55.061960798473436,28.067312408135805,1147.5668098247525,0.02352337847280547,2019-07-04 23:01:11+00:00,1.36,422.0,1023.0
96,2019-07-05 00:00:18+00:00,131.5,-0.103,0.0,0.22,1.21,9.29,7.9,0.08,14.788,97,2019-07-05 01:00:00+00:00,132.2,0.0,0.4,1.29,9.92,7.43,0.08,14.743,0.157,1158.979887390605,54.71123422162691,27.560564721632392,1147.5899850572239,0.023658858872527253,2019-07-04 23:59:53+00:00,1.34,436.0,1108.0
97,2019-07-05 01:00:18+00:00,130.4,-0.102,0.0,0.23,1.21,9.34,7.88,0.08,14.464,98,2019-07-05 02:00:00+00:00,131.0,0.0,0.39,1.28,9.83,7.41,0.08,14.417,0.155,1159.0035462494775,54.24459479067674,27.030513293325903,1147.6132937649852,0.023713633891490886,2019-07-05 01:01:16+00:00,1.23,474.0,1306.0
98,2019-07-05 02:00:18+00:00,127.8,-0.103,0.0,0.21,1.16,9.44,7.88,0.08,14.098,99,2019-07-05 03:00:00+00:00,128.7,0.0,0.39,1.24,9.9,7.37,0.08,14.047,0.154,1159.027259883369,53.61251651658156,26.443934433641076,1147.636656437095,0.023673504963920313,2019-07-05 01:19:11+00:00,1.44,438.0,1207.0
99,2019-07-05 03:00:18+00:00,125.7,-0.11,0.0,0.21,1.2,9.5,7.87,0.08,13.785,100,2019-07-05 04:00:00+00:00,127.2,0.0,0.39,1.23,9.63,7.33,0.08,13.757,0.155,1159.0509333883329,52.99223798843671,25.95248160110049,1147.6599795741854,0.02356077311101215,2019-07-05 03:01:23+00:00,1.29,396.0,803.0
100,2019-07-05 04:00:18+00:00,126.1,-0.106,0.0,0.2,1.18,9.58,7.86,0.08,13.437,101,2019-07-05 05:00:00+00:00,125.9,0.0,0.38,1.23,9.85,7.32,0.08,13.470999999999998,0.156,1159.074494161444,52.22505523902783,25.416728575550877,1147.6831916478545,0.02335864710625003,2019-07-05 04:03:44+00:00,1.11,468.0,1145.0
101,2019-07-05 05:00:18+00:00,124.4,-0.109,0.0,0.19,1.21,9.69,7.88,0.08,13.227,102,2019-07-05 06:00:00+00:00,125.5,0.0,0.35,1.26,10.0,7.33,0.08,13.366,0.142,1159.0978528085502,51.7265727336977,25.098992734087005,1147.7062045869836,0.023200693603632614,2019-07-05 05:01:00+00:00,1.31,429.0,1037.0
102,2019-07-05 06:00:18+00:00,124.2,-0.109,0.0,0.17,1.22,9.86,7.95,0.08,13.107,103,2019-07-05 07:00:00+00:00,125.8,0.0,0.32,1.29,10.09,7.36,0.08,13.433,0.1159999999999999,1159.121053502154,51.43083165078461,24.919427775130085,1147.729061910322,0.02309900895210232,2019-07-05 05:59:58+00:00,1.42,442.0,1230.0
103,2019-07-05 07:00:18+00:00,125.1,-0.1159999999999999,0.0,0.17,1.24,9.99,8.01,0.08,13.211,104,2019-07-05 08:00:00+00:00,127.0,0.0,0.29,1.32,10.2,7.41,0.08,13.68,0.103,1159.144152511106,51.688752761563244,25.07591087025189,1147.7518190539415,0.02318693070183722,2019-07-05 07:00:11+00:00,1.47,395.0,910.0
104,2019-07-05 08:00:18+00:00,125.6,-0.126,0.0,0.16,1.25,9.96,8.05,0.08,13.491,105,2019-07-05 09:00:00+00:00,129.0,0.0,0.27,1.33,10.38,7.48,0.08,14.088,0.093,1159.1673394418078,52.35171055326221,25.50125488965788,1147.774662818069,0.023393490493752372,2019-07-05 08:00:13+00:00,1.22,436.0,1010.0
105,2019-07-05 09:00:18+00:00,129.4,-0.129,0.01,0.16,1.28,9.96,8.11,0.08,14.015999999999998,106,2019-07-05 10:00:00+00:00,132.1,0.0,0.27,1.34,10.44,7.53,0.08,14.674,0.089,1159.1907329323017,53.461155010997594,26.317861243173866,1147.7977100849034,0.023648151176234634,2019-07-05 09:00:23+00:00,1.28,418.0,936.0
106,2019-07-05 10:00:18+00:00,132.6,-0.14,0.01,0.16,1.28,9.83,8.15,0.08,14.77,107,2019-07-05 11:00:00+00:00,136.1,0.0,0.26,1.39,10.13,7.59,0.08,15.572,0.0819999999999999,1159.214381083478,54.69434907663586,27.536385624824558,1147.8210082434423,0.023660451635549213,2019-07-05 10:00:17+00:00,1.25,450.0,1146.0
107,2019-07-05 11:00:18+00:00,137.4,-0.148,0.01,0.16,1.28,9.76,8.21,0.08,15.776,108,2019-07-05 12:00:00+00:00,140.8,0.0,0.27,1.39,9.85,7.64,0.08,16.558,0.071,1159.2380415351136,55.51449780068273,29.25026560984549,1147.8443185203937,0.02288135400164078,2019-07-05 11:00:23+00:00,1.11,475.0,1193.0
108,2019-07-05 12:00:18+00:00,141.6,-0.16,0.01,0.16,1.27,9.39,8.19,0.08,16.820999999999998,109,2019-07-05 13:00:00+00:00,145.1,0.0,0.28,1.41,9.47,7.69,0.08,17.533,0.067,1159.2609228891151,55.10420618461844,31.143588343902103,1147.866861230356,0.02087403918520118,2019-07-05 11:55:01+00:00,1.39,422.0,1049.0
109,2019-07-05 13:00:18+00:00,145.6,-0.1639999999999999,0.01,0.16,1.25,9.28,8.22,0.08,17.680999999999997,110,2019-07-05 14:00:00+00:00,148.6,0.01,0.28,1.39,9.46,7.73,0.08,18.325,0.061,1159.2817969283003,53.58470738552203,32.79337123796999,1147.8874263337614,0.01811269613254455,2019-07-05 13:05:56+00:00,1.39,454.0,1301.0
110,2019-07-05 14:00:18+00:00,148.3,-0.1669999999999999,0.01,0.16,1.19,9.27,8.28,0.08,18.383,111,2019-07-05 15:00:00+00:00,151.8,0.01,0.29,1.37,9.15,7.73,0.08,18.979,0.0579999999999999,1159.2999096244328,51.427661588458065,34.20466446065922,1147.905270961991,0.01500384880484544,2019-07-05 14:00:17+00:00,1.3,423.0,985.0
111,2019-07-05 15:00:18+00:00,151.3,-0.165,0.01,0.17,1.15,8.91,8.22,0.08,18.798,112,2019-07-05 16:00:00+00:00,153.1,0.01,0.31,1.35,8.91,7.74,0.08,19.208,0.0579999999999999,1159.3149134732375,49.729457428316756,35.06750662688441,1147.9200527538335,0.012772623638953486,2019-07-05 15:00:01+00:00,1.33,460.0,1302.0
112,2019-07-05 16:00:18+00:00,151.3,-0.175,0.01,0.18,1.13,8.92,8.23,0.08,18.926,113,2019-07-05 17:00:00+00:00,153.4,0.01,0.35,1.31,8.82,7.68,0.08,19.097,0.053,1159.3276860968765,49.1396407055158,35.33825124420863,1147.9326363426426,0.012022821744382954,2019-07-05 15:59:20+00:00,1.3,484.0,1475.0
113,2019-07-05 17:00:18+00:00,152.0,-0.175,0.01,0.2,1.09,8.75,8.16,0.08,18.71,114,2019-07-05 18:00:00+00:00,152.6,0.01,0.42,1.27,8.53,7.6,0.08,18.689,0.063,1159.339708918621,50.11753490958422,34.883584220390695,1147.9444812266254,0.013270633674648997,2019-07-05 16:42:23+00:00,1.26,424.0,964.0
114,2019-07-05 18:00:18+00:00,151.7,-0.171,0.01,0.23,1.08,8.71,8.09,0.08,18.408,115,2019-07-05 19:00:00+00:00,152.2,0.01,0.45,1.28,8.48,7.54,0.08,18.36,0.066,1159.3529795522957,51.335889730618916,34.25757811359397,1147.9575554549215,0.014877128109720937,2019-07-05 17:51:23+00:00,1.3,438.0,1091.0
115,2019-07-05 19:00:18+00:00,150.6,-0.166,0.01,0.24,1.09,8.66,8.0,0.08,17.976,116,2019-07-05 20:00:00+00:00,151.2,0.0,0.48,1.25,8.57,7.48,0.08,17.903,0.072,1159.3678566804053,52.78646042430485,33.381459171068876,1147.9722124015352,0.016903720354555528,2019-07-05 19:00:34+00:00,1.44,424.0,1099.0
116,2019-07-05 20:00:18+00:00,148.4,-0.157,0.01,0.24,1.12,8.65,7.92,0.08,17.602999999999998,117,2019-07-05 21:00:00+00:00,150.1,0.01,0.66,1.32,8.87,7.47,0.08,17.52,0.074,1159.38476040076,53.77445045536853,32.64315582453062,1147.9888659468286,0.018407229597483435,2019-07-05 19:58:47+00:00,1.42,476.0,1537.0
117,2019-07-05 21:00:18+00:00,147.4,-0.15,0.01,0.25,1.13,8.71,7.89,0.08,17.201,118,2019-07-05 22:00:00+00:00,149.4,0.0,0.47,1.28,9.17,7.46,0.08,17.148,0.076,1159.4031676303573,54.57990614337083,31.86572841203238,1148.0070007494278,0.019785748446229386,2019-07-05 20:53:01+00:00,1.31,431.0,1048.0
118,2019-07-05 22:00:18+00:00,148.8,-0.145,0.01,0.25,1.16,8.79,7.89,0.08,16.838,119,2019-07-05 23:00:00+00:00,149.2,0.0,0.46,1.27,9.27,7.44,0.08,16.769000000000002,0.078,1159.4229533788036,55.089807918606525,31.17972840790328,1148.0264936687972,0.020827114742180543,2019-07-05 21:45:23+00:00,1.31,426.0,1007.0
119,2019-07-05 23:00:18+00:00,147.1,-0.148,0.01,0.25,1.16,8.87,7.87,0.08,16.507,120,2019-07-06 00:00:00+00:00,147.8,0.0,0.45,1.28,9.33,7.42,0.08,16.458,0.08,1159.4437804935458,55.38622999277924,30.56715652351634,1148.0470125422412,0.021618516661877304,2019-07-05 23:10:05+00:00,1.24,400.0,794.0
120,2019-07-06 00:00:18+00:00,146.5,-0.143,0.01,0.24,1.18,8.9,7.85,0.08,16.255,121,2019-07-06 01:00:00+00:00,146.4,0.0,0.44,1.28,9.51,7.41,0.08,16.157,0.0819999999999999,1159.4653990102076,55.510592513084674,30.10901900936977,1148.0683111048565,0.022125489622886126,2019-07-06 00:01:06+00:00,1.37,391.0,819.0
121,2019-07-06 01:00:18+00:00,146.0,-0.146,0.0,0.24,1.19,8.97,7.85,0.08,15.934,122,2019-07-06 02:00:00+00:00,144.9,0.0,0.43,1.28,9.61,7.39,0.08,15.855,0.084,1159.4875244998304,55.549448459031396,29.53523165239442,1148.0901091372327,0.022658689069437375,2019-07-06 00:59:06+00:00,1.28,437.0,1069.0
122,2019-07-06 02:00:18+00:00,142.5,-0.145,0.0,0.23,1.18,9.07,7.85,0.08,15.615,123,2019-07-06 03:00:00+00:00,143.3,0.0,0.42,1.29,9.42,7.34,0.08,15.567,0.0819999999999999,1159.5101831888999,55.463882542824834,28.975869164975137,1148.112432477704,0.023070922871801656,2019-07-06 02:00:55+00:00,1.28,414.0,908.0
123,2019-07-06 03:00:18+00:00,140.8,-0.148,0.0,0.22,1.21,9.09,7.84,0.08,15.337,124,2019-07-06 04:00:00+00:00,141.9,0.0,0.44,1.28,9.12,7.3,0.08,15.277,0.09,1159.5332541117716,55.29534137642216,28.497127216468346,1148.1351619509173,0.0233406440705275,2019-07-06 02:58:22+00:00,1.57,309.0,462.0
124,2019-07-06 04:00:18+00:00,140.0,-0.146,0.0,0.22,1.17,9.23,7.86,0.08,14.95,125,2019-07-06 05:00:00+00:00,140.7,0.0,0.42,1.28,9.34,7.3,0.08,14.982,0.091,1159.556594755842,54.925844606412205,27.84360764202056,1148.1581571534555,0.023587549150488687,2019-07-06 04:02:51+00:00,1.45,457.0,1385.0
125,2019-07-06 05:00:18+00:00,138.2,-0.146,0.0,0.21,1.17,9.37,7.89,0.08,14.652,126,2019-07-06 06:00:00+00:00,140.0,0.0,0.38,1.3,9.47,7.32,0.08,14.82,0.091,1159.5801823049926,54.543215601705626,27.3507446059086,1148.1813956068786,0.02368307925893911,2019-07-06 05:00:19+00:00,1.4,450.0,1282.0
126,2019-07-06 06:00:18+00:00,138.5,-0.153,0.0,0.19,1.21,9.54,7.95,0.08,14.524,127,2019-07-06 07:00:00+00:00,139.5,0.0,0.34,1.32,9.89,7.41,0.08,14.811,0.084,1159.6038653842515,54.35486818791156,27.142049766201165,1148.2047281765645,0.02370031907543736,2019-07-06 06:00:09+00:00,1.33,417.0,959.0
127,2019-07-06 07:00:18+00:00,138.0,-0.16,0.01,0.18,1.24,9.71,8.04,0.08,14.537,128,2019-07-06 08:00:00+00:00,139.3,0.0,0.31,1.34,10.05,7.47,0.08,14.983,0.062,1159.627565703327,54.375374646466035,27.16378399370185,1148.2280777309177,0.02369876784979744,2019-07-06 07:01:21+00:00,1.24,409.0,850.0
128,2019-07-06 08:00:18+00:00,137.6,-0.16,0.01,0.17,1.25,9.73,8.08,0.08,14.754,129,2019-07-06 09:00:00+00:00,139.9,0.0,0.3,1.34,10.24,7.56,0.08,15.312,0.062,1159.6512644711768,54.685551361852625,27.520331302808895,1148.2514257570033,0.023657902311015742,2019-07-06 08:01:59+00:00,1.11,472.0,1162.0
129,2019-07-06 09:00:18+00:00,139.4,-0.1639999999999999,0.01,0.16,1.25,9.85,8.17,0.08,15.198,130,2019-07-06 10:00:00+00:00,141.6,0.0,0.28,1.36,10.21,7.62,0.08,15.879,0.054,1159.6749223734878,55.18383583864931,28.263902269583003,1148.27473352236,0.02344380903208483,2019-07-06 08:55:25+00:00,1.3,451.0,1195.0
